League,Date,Home Team,Away Team,Full Time Home Goals,Full Time Away Goals,Full Time Result,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards
League 393,25/02/2017,Wycombe,Crawley Town,1,2,Away,4,1,0,0
League 394,28/02/2017,Accrington,Wycombe,2,2,Draw,0,1,0,0
League 395,28/02/2017,Blackpool,Barnet,2,2,Draw,2,3,0,0
League 396,28/02/2017,Cambridge,Doncaster,2,3,Away,1,0,0,0
League 397,28/02/2017,Cheltenham,Carlisle,1,0,Home,2,1,0,0
League 398,28/02/2017,Crawley Town,Exeter,1,2,Away,2,0,0,0
League 399,28/02/2017,Grimsby,Colchester,1,0,Home,1,3,0,0
League 400,28/02/2017,Hartlepool,Crewe,4,0,Home,2,2,0,0
League 401,28/02/2017,Plymouth,Notts County,0,1,Away,2,3,0,0
League 402,28/02/2017,Portsmouth,Morecambe,1,1,Draw,1,1,0,0
League 403,28/02/2017,Stevenage,Leyton Orient,4,1,Home,0,2,0,0
League 404,28/02/2017,Yeovil,Mansfield,0,0,Draw,2,3,0,0
League 405,04/03/2017,Accrington,Barnet,1,0,Home,1,3,0,0
League 406,04/03/2017,Blackpool,Morecambe,3,1,Home,1,2,0,0
League 407,04/03/2017,Cambridge,Colchester,1,1,Draw,2,0,0,0
League 408,04/03/2017,Cheltenham,Mansfield,0,0,Draw,2,2,1,0
League 409,04/03/2017,Crawley Town,Doncaster,0,0,Draw,3,2,0,0
League 410,04/03/2017,Grimsby,Wycombe,1,2,Away,1,3,0,0
League 411,04/03/2017,Hartlepool,Exeter,3,1,Home,1,2,0,0
League 412,04/03/2017,Newport County,Leyton Orient,0,4,Away,2,1,0,0
League 413,04/03/2017,Plymouth,Carlisle,2,0,Home,1,3,0,0
League 414,04/03/2017,Portsmouth,Crewe,0,1,Away,1,1,0,0
League 415,04/03/2017,Stevenage,Notts County,3,0,Home,0,1,0,0
League 416,04/03/2017,Yeovil,Luton,0,4,Away,2,1,0,0
League 417,07/03/2017,Crawley Town,Portsmouth,0,2,Away,1,2,0,0
League 418,07/03/2017,Plymouth,Blackpool,0,3,Away,2,2,0,0
League 419,11/03/2017,Barnet,Crawley Town,2,2,Draw,1,1,0,0
League 420,11/03/2017,Carlisle,Cambridge,0,3,Away,1,2,0,0
League 421,11/03/2017,Colchester,Portsmouth,0,4,Away,1,0,0,0
League 422,11/03/2017,Crewe,Newport County,1,2,Away,1,2,0,0
League 423,11/03/2017,Doncaster,Cheltenham,2,0,Home,1,0,0,1
League 424,11/03/2017,Exeter,Accrington,0,2,Away,1,2,0,0
League 425,11/03/2017,Leyton Orient,Grimsby,0,3,Away,2,2,0,0
League 426,11/03/2017,Luton,Stevenage,0,2,Away,0,4,0,0
League 427,11/03/2017,Mansfield,Plymouth,0,2,Away,1,2,0,0
League 428,11/03/2017,Morecambe,Yeovil,1,3,Away,1,1,0,0
League 429,11/03/2017,Notts County,Hartlepool,2,1,Home,0,2,0,0
League 430,11/03/2017,Wycombe,Blackpool,0,0,Draw,2,1,0,0
League 431,14/03/2017,Accrington,Leyton Orient,5,0,Home,0,2,0,0
League 432,14/03/2017,Blackpool,Stevenage,1,0,Home,3,3,0,0
League 433,14/03/2017,Cambridge,Hartlepool,0,1,Away,0,4,1,0
League 434,14/03/2017,Carlisle,Luton,0,0,Draw,2,2,0,0
League 435,14/03/2017,Colchester,Mansfield,2,0,Home,2,2,0,0
League 436,14/03/2017,Crawley Town,Crewe,0,3,Away,2,1,0,0
League 437,14/03/2017,Doncaster,Notts County,3,1,Home,2,2,0,0
League 438,14/03/2017,Exeter,Cheltenham,3,0,Home,1,3,0,0
League 439,14/03/2017,Morecambe,Newport County,0,1,Away,0,1,0,0
League 440,14/03/2017,Portsmouth,Grimsby,4,0,Home,0,0,0,0
League 441,14/03/2017,Wycombe,Plymouth,1,1,Draw,3,2,0,0
League 442,15/03/2017,Barnet,Yeovil,2,2,Draw,0,0,0,0
League 443,18/03/2017,Cheltenham,Cambridge,0,1,Away,0,2,0,0
League 444,18/03/2017,Crewe,Colchester,2,0,Home,0,1,0,0
League 445,18/03/2017,Grimsby,Crawley Town,1,1,Draw,1,1,1,0
League 446,18/03/2017,Hartlepool,Wycombe,0,2,Away,1,1,0,1
League 447,18/03/2017,Leyton Orient,Doncaster,1,4,Away,0,1,0,0
League 448,18/03/2017,Luton,Exeter,1,1,Draw,2,1,0,0
League 449,18/03/2017,Mansfield,Carlisle,2,0,Home,1,3,0,0
League 450,18/03/2017,Newport County,Blackpool,1,3,Away,3,1,0,0
League 451,18/03/2017,Plymouth,Morecambe,1,0,Home,1,2,0,0
League 452,18/03/2017,Stevenage,Portsmouth,3,0,Home,4,2,0,1
League 453,18/03/2017,Yeovil,Accrington,1,1,Draw,0,2,0,1
League 454,19/03/2017,Notts County,Barnet,1,0,Home,2,1,1,0
League 455,21/03/2017,Morecambe,Accrington,1,2,Away,4,1,0,0
League 456,21/03/2017,Newport County,Luton,1,1,Draw,4,0,1,0
League 457,25/03/2017,Accrington,Grimsby,1,1,Draw,0,1,0,0
League 458,25/03/2017,Barnet,Cheltenham,3,1,Home,1,1,0,0
League 459,25/03/2017,Blackpool,Hartlepool,2,1,Home,1,3,0,0
League 460,25/03/2017,Cambridge,Stevenage,0,0,Draw,0,1,0,0
League 461,25/03/2017,Carlisle,Crewe,0,2,Away,2,0,1,0
League 462,25/03/2017,Colchester,Luton,2,1,Home,1,0,0,0
League 463,25/03/2017,Crawley Town,Leyton Orient,3,0,Home,1,1,0,0
League 464,25/03/2017,Exeter,Yeovil,3,3,Draw,1,2,0,0
League 465,25/03/2017,Morecambe,Mansfield,1,3,Away,2,2,0,0
League 466,25/03/2017,Portsmouth,Newport County,2,1,Home,0,3,0,0
League 467,25/03/2017,Wycombe,Notts County,0,1,Away,1,2,0,0
League 468,26/03/2017,Doncaster,Plymouth,0,1,Away,0,0,0,0
League 469,28/03/2017,Accrington,Cambridge,2,0,Home,0,1,0,0
League 470,01/04/2017,Cheltenham,Morecambe,3,1,Home,3,2,0,1
League 471,01/04/2017,Crewe,Cambridge,1,2,Away,2,0,0,1
League 472,01/04/2017,Grimsby,Doncaster,1,5,Away,3,1,0,0
League 473,01/04/2017,Hartlepool,Portsmouth,0,2,Away,1,1,0,0
League 474,01/04/2017,Leyton Orient,Wycombe,0,2,Away,2,1,1,0
League 475,01/04/2017,Luton,Blackpool,1,0,Home,1,1,0,0
League 476,01/04/2017,Mansfield,Exeter,1,2,Away,2,1,0,0
League 477,01/04/2017,Newport County,Crawley Town,1,0,Home,1,3,1,1
League 478,01/04/2017,Notts County,Colchester,3,1,Home,1,1,0,0
League 479,01/04/2017,Plymouth,Accrington,0,1,Away,1,3,0,0
League 480,01/04/2017,Stevenage,Barnet,1,0,Home,0,1,0,0
League 481,01/04/2017,Yeovil,Carlisle,0,2,Away,0,1,1,0
League 482,08/04/2017,Accrington,Crewe,3,2,Home,2,2,0,0
League 483,08/04/2017,Barnet,Luton,0,1,Away,1,2,0,0
League 484,08/04/2017,Blackpool,Grimsby,1,3,Away,3,1,0,0
League 485,08/04/2017,Cambridge,Leyton Orient,3,0,Home,1,1,0,0
League 486,08/04/2017,Carlisle,Notts County,1,2,Away,0,0,0,0
League 487,08/04/2017,Colchester,Stevenage,4,0,Home,0,1,0,0
League 488,08/04/2017,Crawley Town,Plymouth,1,2,Away,1,0,1,0
League 489,08/04/2017,Doncaster,Mansfield,1,0,Home,0,1,0,0
League 490,08/04/2017,Exeter,Newport County,0,1,Away,0,2,0,0
League 491,08/04/2017,Morecambe,Hartlepool,1,1,Draw,1,0,0,0
League 492,08/04/2017,Portsmouth,Yeovil,3,1,Home,0,0,0,0
League 493,08/04/2017,Wycombe,Cheltenham,3,3,Draw,2,2,0,1
League 494,14/04/2017,Blackpool,Accrington,0,0,Draw,2,3,0,0
League 495,14/04/2017,Colchester,Doncaster,1,1,Draw,2,3,0,0
League 496,14/04/2017,Crawley Town,Cheltenham,0,0,Draw,3,4,0,0
League 497,14/04/2017,Crewe,Notts County,2,2,Draw,0,2,0,0
League 498,14/04/2017,Exeter,Barnet,2,1,Home,2,1,0,0
League 499,14/04/2017,Grimsby,Cambridge,2,1,Home,2,0,0,0
League 500,14/04/2017,Hartlepool,Carlisle,1,1,Draw,1,4,0,0
League 501,14/04/2017,Luton,Leyton Orient,2,2,Draw,3,2,0,0
League 502,14/04/2017,Newport County,Yeovil,1,0,Home,1,2,0,0
League 503,14/04/2017,Portsmouth,Plymouth,1,1,Draw,1,2,0,0
League 504,14/04/2017,Stevenage,Morecambe,0,1,Away,0,0,0,0
League 505,14/04/2017,Wycombe,Mansfield,0,1,Away,1,4,0,0
League 506,17/04/2017,Accrington,Crawley Town,1,0,Home,1,1,0,0
League 507,17/04/2017,Barnet,Wycombe,0,2,Away,5,5,0,0
League 508,17/04/2017,Cambridge,Exeter,1,0,Home,3,3,0,0
League 509,17/04/2017,Carlisle,Stevenage,1,1,Draw,2,5,0,0
League 510,17/04/2017,Cheltenham,Grimsby,2,1,Home,2,2,0,1
League 511,17/04/2017,Doncaster,Blackpool,0,1,Away,3,0,1,0
League 512,17/04/2017,Leyton Orient,Hartlepool,2,1,Home,2,1,0,1
League 513,17/04/2017,Mansfield,Luton,1,1,Draw,2,0,0,0
League 514,17/04/2017,Morecambe,Colchester,1,1,Draw,2,2,0,0
League 515,17/04/2017,Notts County,Portsmouth,1,3,Away,2,3,0,0
League 516,17/04/2017,Plymouth,Newport County,6,1,Home,1,1,0,0
League 517,17/04/2017,Yeovil,Crewe,3,0,Home,2,1,0,0
League 518,22/04/2017,Blackpool,Cheltenham,3,0,Home,1,0,0,0
League 519,22/04/2017,Colchester,Plymouth,0,0,Draw,2,2,0,0
League 520,22/04/2017,Crawley Town,Carlisle,3,3,Draw,2,3,0,0
League 521,22/04/2017,Crewe,Leyton Orient,3,0,Home,1,0,0,0
League 522,22/04/2017,Exeter,Morecambe,3,1,Home,2,5,0,0
League 523,22/04/2017,Grimsby,Yeovil,4,2,Home,0,0,0,0
League 524,22/04/2017,Hartlepool,Barnet,0,2,Away,0,0,0,0
League 525,22/04/2017,Luton,Notts County,2,1,Home,1,4,1,0
League 526,22/04/2017,Newport County,Accrington,1,0,Home,3,2,0,0
League 527,22/04/2017,Portsmouth,Cambridge,2,1,Home,3,1,0,0
League 528,22/04/2017,Stevenage,Mansfield,0,1,Away,3,1,0,0
League 529,22/04/2017,Wycombe,Doncaster,2,1,Home,2,3,0,0
League 530,29/04/2017,Accrington,Luton,1,4,Away,0,0,0,0
League 531,29/04/2017,Barnet,Grimsby,3,1,Home,0,3,0,0
League 532,29/04/2017,Cambridge,Crawley Town,2,0,Home,2,3,0,1
League 533,29/04/2017,Carlisle,Newport County,2,1,Home,0,1,0,0
League 534,29/04/2017,Cheltenham,Hartlepool,1,0,Home,0,2,0,0
League 535,29/04/2017,Doncaster,Exeter,1,3,Away,4,0,0,0
League 536,29/04/2017,Leyton Orient,Colchester,1,3,Away,3,1,0,0
League 537,29/04/2017,Mansfield,Portsmouth,0,1,Away,4,5,0,0
League 538,29/04/2017,Morecambe,Wycombe,1,1,Draw,2,2,0,0
League 539,29/04/2017,Notts County,Blackpool,1,0,Home,1,0,0,0
League 540,29/04/2017,Plymouth,Crewe,2,1,Home,1,1,0,0
League 541,29/04/2017,Yeovil,Stevenage,1,1,Draw,0,0,0,0
League 542,06/05/2017,Blackpool,Leyton Orient,3,1,Home,0,0,0,0
League 543,06/05/2017,Colchester,Yeovil,2,0,Home,1,1,0,0
League 544,06/05/2017,Crawley Town,Mansfield,2,2,Draw,3,2,0,0
League 545,06/05/2017,Crewe,Barnet,4,1,Home,0,0,0,0
League 546,06/05/2017,Exeter,Carlisle,2,3,Away,0,1,0,0
League 547,06/05/2017,Grimsby,Plymouth,1,1,Draw,4,1,0,0
League 548,06/05/2017,Hartlepool,Doncaster,2,1,Home,1,3,0,0
League 549,06/05/2017,Luton,Morecambe,3,1,Home,2,1,0,0
League 550,06/05/2017,Newport County,Notts County,2,1,Home,1,1,0,0
League 551,06/05/2017,Portsmouth,Cheltenham,6,1,Home,1,1,0,0
League 552,06/05/2017,Stevenage,Accrington,0,3,Away,2,2,0,0
League 553,06/05/2017,Wycombe,Cambridge,1,0,Home,3,2,0,0
