League,Date,Home Team,Away Team,Full Time Home Goals,Full Time Away Goals,Full Time Result,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards
League 27,16/08/2016,Carlisle,Cheltenham,1,1,Draw,1,3,0,0
League 28,16/08/2016,Colchester,Grimsby,3,2,Home,1,2,0,0
League 29,16/08/2016,Crewe,Hartlepool,3,3,Draw,1,0,0,0
League 30,16/08/2016,Doncaster,Cambridge,1,0,Home,3,3,0,0
League 31,16/08/2016,Exeter,Crawley Town,0,1,Away,2,1,0,0
League 32,16/08/2016,Leyton Orient,Stevenage,3,0,Home,0,3,0,0
League 33,16/08/2016,Luton,Newport County,2,1,Home,0,6,1,0
League 34,16/08/2016,Mansfield,Yeovil,1,0,Home,4,4,1,0
League 35,16/08/2016,Morecambe,Portsmouth,2,0,Home,3,2,0,0
League 36,16/08/2016,Notts County,Plymouth,1,2,Away,2,5,0,0
League 37,16/08/2016,Wycombe,Accrington,1,1,Draw,2,3,0,0
League 38,20/08/2016,Accrington,Exeter,1,2,Away,4,3,0,0
League 39,20/08/2016,Blackpool,Wycombe,0,0,Draw,2,1,0,0
League 40,20/08/2016,Cambridge,Carlisle,2,2,Draw,3,1,0,0
League 41,20/08/2016,Cheltenham,Doncaster,0,1,Away,2,3,0,0
League 42,20/08/2016,Crawley Town,Barnet,1,1,Draw,0,1,0,0
League 43,20/08/2016,Grimsby,Leyton Orient,1,2,Away,2,2,0,0
League 44,20/08/2016,Hartlepool,Notts County,1,2,Away,1,0,0,0
League 45,20/08/2016,Newport County,Crewe,1,1,Draw,3,2,0,0
League 46,20/08/2016,Plymouth,Mansfield,2,0,Home,2,0,0,0
League 47,20/08/2016,Portsmouth,Colchester,2,0,Home,1,2,0,0
League 48,20/08/2016,Stevenage,Luton,2,1,Home,2,2,0,0
League 49,20/08/2016,Yeovil,Morecambe,0,1,Away,1,1,0,0
League 50,27/08/2016,Accrington,Morecambe,2,3,Away,3,4,1,0
League 51,27/08/2016,Barnet,Carlisle,0,1,Away,1,1,0,0
League 52,27/08/2016,Blackpool,Plymouth,0,1,Away,1,2,1,0
League 53,27/08/2016,Cambridge,Luton,0,3,Away,1,3,0,0
League 54,27/08/2016,Cheltenham,Crewe,2,0,Home,1,0,0,0
League 55,27/08/2016,Crawley Town,Notts County,1,3,Away,3,2,0,0
League 56,27/08/2016,Doncaster,Yeovil,4,1,Home,1,2,0,1
League 57,27/08/2016,Exeter,Portsmouth,0,1,Away,3,0,0,0
League 58,27/08/2016,Grimsby,Stevenage,5,2,Home,1,1,0,0
League 59,27/08/2016,Hartlepool,Newport County,2,2,Draw,0,2,1,0
League 60,27/08/2016,Leyton Orient,Mansfield,1,2,Away,2,0,0,0
League 61,27/08/2016,Wycombe,Colchester,0,2,Away,6,0,0,0
League 62,03/09/2016,Carlisle,Accrington,1,1,Draw,2,2,0,0
League 63,03/09/2016,Colchester,Exeter,2,3,Away,2,2,0,0
League 64,03/09/2016,Crewe,Doncaster,2,1,Home,1,1,0,0
League 65,03/09/2016,Luton,Wycombe,4,1,Home,3,3,0,0
League 66,03/09/2016,Mansfield,Cambridge,0,0,Draw,2,1,0,0
League 67,03/09/2016,Morecambe,Leyton Orient,1,2,Away,2,1,0,0
League 68,03/09/2016,Notts County,Grimsby,2,2,Draw,0,0,0,0
League 69,03/09/2016,Plymouth,Cheltenham,1,0,Home,1,3,0,0
League 70,03/09/2016,Portsmouth,Crawley Town,3,0,Home,2,1,0,0
League 71,03/09/2016,Stevenage,Hartlepool,6,1,Home,1,2,0,0
League 72,03/09/2016,Yeovil,Blackpool,0,3,Away,1,3,0,0
League 73,10/09/2016,Carlisle,Leyton Orient,2,2,Draw,2,3,0,0
League 74,10/09/2016,Colchester,Blackpool,3,2,Home,3,1,0,0
League 75,10/09/2016,Crewe,Exeter,2,0,Home,1,1,0,0
League 76,10/09/2016,Luton,Grimsby,1,2,Away,3,3,0,0
League 77,10/09/2016,Mansfield,Barnet,0,1,Away,3,2,0,0
League 78,10/09/2016,Morecambe,Doncaster,1,5,Away,3,1,1,0
League 79,10/09/2016,Newport County,Cheltenham,2,2,Draw,1,0,0,0
League 80,10/09/2016,Notts County,Accrington,0,2,Away,2,2,0,0
League 81,10/09/2016,Plymouth,Cambridge,2,1,Home,0,0,0,0
League 82,10/09/2016,Portsmouth,Wycombe,4,2,Home,2,7,0,0
League 83,10/09/2016,Stevenage,Crawley Town,2,1,Home,3,2,0,0
League 84,10/09/2016,Yeovil,Hartlepool,1,2,Away,1,4,0,0
League 85,17/09/2016,Accrington,Portsmouth,1,0,Home,1,1,0,0
League 86,17/09/2016,Barnet,Colchester,1,1,Draw,0,2,0,0
League 87,17/09/2016,Blackpool,Carlisle,2,2,Draw,1,0,0,0
League 88,17/09/2016,Cambridge,Morecambe,1,2,Away,1,1,0,0
League 89,17/09/2016,Cheltenham,Notts County,2,3,Away,2,3,0,0
League 90,17/09/2016,Crawley Town,Luton,2,0,Home,2,2,0,0
League 91,17/09/2016,Doncaster,Newport County,2,0,Home,3,4,0,0
League 92,17/09/2016,Exeter,Plymouth,0,2,Away,0,1,0,0
League 93,17/09/2016,Grimsby,Crewe,0,2,Away,2,2,0,0
League 94,17/09/2016,Hartlepool,Mansfield,0,0,Draw,0,1,0,0
League 95,17/09/2016,Leyton Orient,Yeovil,0,1,Away,1,3,0,0
League 96,17/09/2016,Wycombe,Stevenage,1,0,Home,2,2,0,0
League 97,24/09/2016,Carlisle,Wycombe,1,0,Home,1,3,0,0
League 98,24/09/2016,Colchester,Accrington,1,2,Away,2,3,0,1
League 99,24/09/2016,Crewe,Blackpool,1,1,Draw,1,3,0,0
League 100,24/09/2016,Luton,Doncaster,3,1,Home,1,2,1,0
League 101,24/09/2016,Mansfield,Grimsby,0,1,Away,2,1,0,0
League 102,24/09/2016,Morecambe,Crawley Town,2,3,Away,1,1,0,0
League 103,24/09/2016,Newport County,Cambridge,1,2,Away,2,3,0,0
League 104,24/09/2016,Notts County,Leyton Orient,3,1,Home,2,1,1,0
League 105,24/09/2016,Plymouth,Hartlepool,1,1,Draw,1,4,0,1
League 106,24/09/2016,Portsmouth,Barnet,5,1,Home,2,2,0,1
League 107,24/09/2016,Stevenage,Exeter,0,2,Away,2,3,0,1
League 108,24/09/2016,Yeovil,Cheltenham,4,2,Home,3,2,0,0
League 109,27/09/2016,Accrington,Mansfield,1,1,Draw,2,1,0,0
League 110,27/09/2016,Barnet,Morecambe,2,2,Draw,0,0,0,0
League 111,27/09/2016,Blackpool,Portsmouth,3,1,Home,1,2,0,0
League 112,27/09/2016,Cambridge,Yeovil,1,0,Home,1,3,0,0
League 113,27/09/2016,Cheltenham,Stevenage,0,0,Draw,3,2,0,0
League 114,27/09/2016,Crawley Town,Colchester,1,1,Draw,2,1,0,0
League 115,27/09/2016,Doncaster,Carlisle,2,2,Draw,1,1,0,0
League 116,27/09/2016,Exeter,Notts County,0,2,Away,0,3,0,0
League 117,27/09/2016,Grimsby,Newport County,1,0,Home,2,3,0,0
League 118,27/09/2016,Hartlepool,Luton,1,1,Draw,1,2,1,0
League 119,27/09/2016,Leyton Orient,Plymouth,0,2,Away,1,3,2,0
League 120,27/09/2016,Wycombe,Crewe,5,1,Home,2,0,0,0
League 121,01/10/2016,Barnet,Leyton Orient,0,0,Draw,1,3,0,0
League 122,01/10/2016,Cambridge,Accrington,2,1,Home,0,3,2,0
League 123,01/10/2016,Carlisle,Colchester,2,0,Home,0,1,0,0
League 124,01/10/2016,Cheltenham,Luton,1,1,Draw,3,1,0,0
League 125,01/10/2016,Crawley Town,Blackpool,1,0,Home,1,0,0,0
League 126,01/10/2016,Crewe,Mansfield,1,1,Draw,2,3,0,0
League 127,01/10/2016,Grimsby,Hartlepool,0,3,Away,0,2,0,0
League 128,01/10/2016,Plymouth,Yeovil,4,1,Home,2,3,0,0
League 129,01/10/2016,Portsmouth,Doncaster,1,2,Away,1,3,0,0
League 130,01/10/2016,Wycombe,Exeter,1,0,Home,2,1,0,0
League 131,08/10/2016,Accrington,Cheltenham,1,1,Draw,0,2,0,1
League 132,08/10/2016,Blackpool,Cambridge,1,1,Draw,2,1,0,0
League 133,08/10/2016,Colchester,Newport County,0,0,Draw,0,1,0,0
League 134,08/10/2016,Doncaster,Barnet,3,2,Home,2,0,0,0
League 135,08/10/2016,Exeter,Grimsby,0,0,Draw,0,2,0,0
League 136,08/10/2016,Hartlepool,Crawley Town,1,1,Draw,2,2,0,0
League 137,08/10/2016,Leyton Orient,Portsmouth,0,1,Away,0,2,0,0
League 138,08/10/2016,Luton,Crewe,1,1,Draw,2,1,0,0
League 139,08/10/2016,Mansfield,Notts County,3,1,Home,4,1,0,0
League 140,08/10/2016,Morecambe,Carlisle,0,3,Away,2,1,0,0
League 141,08/10/2016,Stevenage,Plymouth,1,2,Away,4,3,0,0
League 142,08/10/2016,Yeovil,Wycombe,1,0,Home,0,0,0,0
League 143,11/10/2016,Notts County,Morecambe,1,2,Away,2,1,0,0
League 144,15/10/2016,Accrington,Blackpool,2,1,Home,2,0,0,0
League 145,15/10/2016,Barnet,Exeter,1,4,Away,3,1,0,0
League 146,15/10/2016,Cambridge,Grimsby,0,1,Away,3,1,0,0
League 147,15/10/2016,Carlisle,Hartlepool,3,2,Home,1,0,1,0
League 148,15/10/2016,Cheltenham,Crawley Town,2,1,Home,3,4,0,0
League 149,15/10/2016,Doncaster,Colchester,1,0,Home,2,2,0,0
League 150,15/10/2016,Leyton Orient,Luton,1,2,Away,1,1,0,0
League 151,15/10/2016,Mansfield,Wycombe,1,1,Draw,2,2,0,0
League 152,15/10/2016,Morecambe,Stevenage,0,2,Away,2,2,0,0
League 153,15/10/2016,Notts County,Crewe,1,1,Draw,0,0,0,0
League 154,15/10/2016,Plymouth,Portsmouth,2,2,Draw,3,2,0,0
League 155,15/10/2016,Yeovil,Newport County,1,0,Home,0,1,0,0
League 156,22/10/2016,Blackpool,Doncaster,4,2,Home,3,1,0,0
League 157,22/10/2016,Colchester,Morecambe,2,2,Draw,1,4,0,0
League 158,22/10/2016,Crawley Town,Accrington,0,0,Draw,2,1,0,0
League 159,22/10/2016,Crewe,Yeovil,0,1,Away,1,1,0,0
League 160,22/10/2016,Exeter,Cambridge,1,2,Away,1,3,0,0
League 161,22/10/2016,Grimsby,Cheltenham,0,1,Away,1,3,0,0
League 162,22/10/2016,Hartlepool,Leyton Orient,1,3,Away,3,2,0,0
League 163,22/10/2016,Luton,Mansfield,1,1,Draw,1,3,0,0
League 164,22/10/2016,Newport County,Plymouth,1,3,Away,4,1,1,0
League 165,22/10/2016,Portsmouth,Notts County,1,2,Away,1,1,0,1
League 166,22/10/2016,Stevenage,Carlisle,1,2,Away,4,6,0,0
League 167,22/10/2016,Wycombe,Barnet,0,2,Away,0,3,1,0
League 168,25/10/2016,Newport County,Barnet,2,2,Draw,3,3,0,0
League 169,29/10/2016,Accrington,Newport County,1,3,Away,2,3,0,0
League 170,29/10/2016,Barnet,Hartlepool,3,2,Home,2,3,0,1
League 171,29/10/2016,Cambridge,Portsmouth,0,1,Away,3,4,0,1
League 172,29/10/2016,Carlisle,Crawley Town,3,1,Home,1,1,0,0
League 173,29/10/2016,Cheltenham,Blackpool,2,2,Draw,5,3,0,0
League 174,29/10/2016,Doncaster,Wycombe,2,2,Draw,1,2,0,0
League 175,29/10/2016,Leyton Orient,Crewe,0,2,Away,0,2,0,0
League 176,29/10/2016,Mansfield,Stevenage,1,2,Away,1,6,0,0
League 177,29/10/2016,Morecambe,Exeter,0,3,Away,2,2,0,0
League 178,29/10/2016,Notts County,Luton,0,0,Draw,3,2,0,0
League 179,29/10/2016,Plymouth,Colchester,2,1,Home,2,1,0,0
League 180,29/10/2016,Yeovil,Grimsby,0,0,Draw,3,1,0,0
League 181,12/11/2016,Blackpool,Notts County,4,0,Home,2,2,0,1
League 182,12/11/2016,Colchester,Leyton Orient,0,3,Away,0,2,0,0
League 183,12/11/2016,Crawley Town,Cambridge,1,3,Away,3,3,0,0
League 184,12/11/2016,Crewe,Plymouth,1,2,Away,0,1,0,0
League 185,12/11/2016,Exeter,Doncaster,1,3,Away,0,4,0,0
League 186,12/11/2016,Grimsby,Barnet,2,2,Draw,3,2,0,1
League 187,12/11/2016,Hartlepool,Cheltenham,2,0,Home,0,2,0,0
League 188,12/11/2016,Luton,Accrington,1,0,Home,1,2,1,0
League 189,12/11/2016,Newport County,Carlisle,2,0,Home,1,2,0,0
League 190,12/11/2016,Portsmouth,Mansfield,4,0,Home,2,0,0,2
League 191,12/11/2016,Stevenage,Yeovil,2,2,Draw,3,1,0,0
League 192,12/11/2016,Wycombe,Morecambe,2,0,Home,2,4,0,0
League 193,19/11/2016,Accrington,Stevenage,0,1,Away,3,3,0,0
League 194,19/11/2016,Barnet,Crewe,0,0,Draw,0,1,0,0
League 195,19/11/2016,Cambridge,Wycombe,1,2,Away,2,4,0,0
League 196,19/11/2016,Carlisle,Exeter,3,2,Home,2,4,1,0
League 197,19/11/2016,Cheltenham,Portsmouth,1,1,Draw,2,3,0,0
League 198,19/11/2016,Doncaster,Hartlepool,2,1,Home,1,1,0,0
League 199,19/11/2016,Leyton Orient,Blackpool,1,2,Away,1,3,0,0
League 200,19/11/2016,Mansfield,Crawley Town,3,1,Home,1,3,0,0
League 201,19/11/2016,Morecambe,Luton,0,2,Away,1,2,1,0
League 202,19/11/2016,Notts County,Newport County,0,3,Away,2,1,0,0
League 203,19/11/2016,Plymouth,Grimsby,0,3,Away,0,0,0,0
League 204,19/11/2016,Yeovil,Colchester,2,1,Home,4,3,0,0
League 205,22/11/2016,Cheltenham,Colchester,0,3,Away,1,1,1,0
League 206,22/11/2016,Crewe,Morecambe,2,1,Home,0,2,0,0
League 207,22/11/2016,Grimsby,Carlisle,2,2,Draw,1,2,0,0
League 208,22/11/2016,Hartlepool,Accrington,2,0,Home,1,5,0,1
League 209,22/11/2016,Leyton Orient,Exeter,0,1,Away,5,4,0,0
League 210,22/11/2016,Luton,Portsmouth,1,3,Away,2,3,0,0
League 211,22/11/2016,Mansfield,Blackpool,1,0,Home,3,2,0,0
League 212,22/11/2016,Newport County,Wycombe,0,1,Away,4,1,0,0
League 213,22/11/2016,Notts County,Cambridge,0,1,Away,3,1,0,0
League 214,22/11/2016,Plymouth,Barnet,0,2,Away,1,1,0,0
League 215,26/11/2016,Accrington,Yeovil,1,1,Draw,0,0,0,0
League 216,26/11/2016,Barnet,Notts County,3,2,Home,1,2,0,0
League 217,26/11/2016,Blackpool,Newport County,4,1,Home,1,4,0,0
League 218,26/11/2016,Cambridge,Cheltenham,3,1,Home,1,3,0,0
League 219,26/11/2016,Carlisle,Mansfield,5,2,Home,2,3,0,0
League 220,26/11/2016,Colchester,Crewe,4,0,Home,1,0,0,0
League 221,26/11/2016,Crawley Town,Grimsby,3,2,Home,4,1,0,0
League 222,26/11/2016,Doncaster,Leyton Orient,3,1,Home,0,1,0,0
League 223,26/11/2016,Exeter,Luton,0,0,Draw,0,3,0,0
League 224,26/11/2016,Morecambe,Plymouth,2,1,Home,3,1,0,1
League 225,26/11/2016,Portsmouth,Stevenage,1,2,Away,2,3,0,0
League 226,26/11/2016,Wycombe,Hartlepool,2,0,Home,0,1,0,0
League 227,03/12/2016,Stevenage,Doncaster,3,4,Away,3,1,0,0
League 228,03/12/2016,Yeovil,Crawley Town,5,0,Home,1,4,0,0
League 229,06/12/2016,Newport County,Stevenage,0,2,Away,1,3,0,0
League 230,10/12/2016,Cheltenham,Exeter,1,3,Away,2,3,0,0
League 231,10/12/2016,Crewe,Crawley Town,0,2,Away,1,0,0,0
League 232,10/12/2016,Grimsby,Portsmouth,0,1,Away,2,2,0,0
League 233,10/12/2016,Hartlepool,Cambridge,0,5,Away,1,2,0,0
League 234,10/12/2016,Leyton Orient,Accrington,1,0,Home,1,1,0,1
League 235,10/12/2016,Luton,Carlisle,1,1,Draw,2,2,0,1
League 236,10/12/2016,Mansfield,Colchester,0,0,Draw,1,3,0,0
League 237,10/12/2016,Notts County,Wycombe,0,2,Away,2,1,1,1
League 238,10/12/2016,Plymouth,Doncaster,2,0,Home,1,0,0,1
League 239,10/12/2016,Stevenage,Blackpool,0,2,Away,2,2,0,0
League 240,10/12/2016,Yeovil,Barnet,0,1,Away,0,3,0,0
League 241,17/12/2016,Accrington,Plymouth,0,1,Away,1,2,0,0
League 242,17/12/2016,Barnet,Stevenage,1,2,Away,4,2,0,0
League 243,17/12/2016,Blackpool,Luton,0,2,Away,0,0,0,0
League 244,17/12/2016,Cambridge,Crewe,2,1,Home,0,0,0,0
League 245,17/12/2016,Carlisle,Yeovil,2,1,Home,2,0,0,0
League 246,17/12/2016,Colchester,Notts County,2,1,Home,1,3,0,0
League 247,17/12/2016,Crawley Town,Newport County,3,1,Home,5,8,0,0
League 248,17/12/2016,Doncaster,Grimsby,1,0,Home,1,3,0,0
League 249,17/12/2016,Exeter,Mansfield,2,0,Home,0,2,0,1
League 250,17/12/2016,Morecambe,Cheltenham,1,2,Away,1,1,1,0
League 251,17/12/2016,Portsmouth,Hartlepool,0,0,Draw,2,2,0,0
League 252,17/12/2016,Wycombe,Leyton Orient,1,0,Home,1,2,0,0
League 253,26/12/2016,Cheltenham,Barnet,1,2,Away,4,2,0,0
League 254,26/12/2016,Crewe,Carlisle,1,1,Draw,1,3,0,0
League 255,26/12/2016,Grimsby,Accrington,2,0,Home,2,2,0,0
League 256,26/12/2016,Hartlepool,Blackpool,0,1,Away,0,1,0,0
League 257,26/12/2016,Leyton Orient,Crawley Town,3,2,Home,4,6,0,0
League 258,26/12/2016,Luton,Colchester,0,1,Away,2,3,0,0
League 259,26/12/2016,Mansfield,Morecambe,0,1,Away,1,3,0,0
League 260,26/12/2016,Newport County,Portsmouth,2,3,Away,3,2,0,0
League 261,26/12/2016,Notts County,Doncaster,0,1,Away,1,2,0,0
League 262,26/12/2016,Plymouth,Wycombe,3,3,Draw,1,3,0,0
League 263,26/12/2016,Stevenage,Cambridge,1,2,Away,2,1,0,0
League 264,26/12/2016,Yeovil,Exeter,0,0,Draw,4,2,0,0
League 265,30/12/2016,Cheltenham,Wycombe,0,1,Away,1,2,0,0
League 266,30/12/2016,Hartlepool,Morecambe,3,2,Home,2,1,0,0
League 267,30/12/2016,Yeovil,Portsmouth,0,0,Draw,0,0,0,0
League 268,31/12/2016,Crewe,Accrington,0,1,Away,0,2,0,0
League 269,31/12/2016,Grimsby,Blackpool,0,0,Draw,0,2,0,0
League 270,31/12/2016,Leyton Orient,Cambridge,1,1,Draw,2,2,0,0
League 271,31/12/2016,Luton,Barnet,3,1,Home,4,2,0,0
League 272,31/12/2016,Mansfield,Doncaster,1,1,Draw,2,1,0,0
League 273,31/12/2016,Newport County,Exeter,1,4,Away,1,1,0,0
League 274,31/12/2016,Notts County,Carlisle,2,3,Away,0,3,0,0
League 275,31/12/2016,Plymouth,Crawley Town,2,0,Home,5,6,0,0
League 276,31/12/2016,Stevenage,Colchester,2,4,Away,3,2,0,0
League 277,02/01/2017,Accrington,Hartlepool,2,2,Draw,2,1,0,0
League 278,02/01/2017,Barnet,Plymouth,1,0,Home,0,1,0,0
League 279,02/01/2017,Blackpool,Mansfield,0,1,Away,0,2,0,0
League 280,02/01/2017,Cambridge,Notts County,4,0,Home,1,0,0,0
League 281,02/01/2017,Carlisle,Grimsby,1,3,Away,0,0,0,0
League 282,02/01/2017,Colchester,Cheltenham,2,0,Home,1,2,0,0
League 283,02/01/2017,Crawley Town,Yeovil,2,0,Home,3,3,0,0
League 284,02/01/2017,Doncaster,Stevenage,1,0,Home,0,2,0,0
League 285,02/01/2017,Exeter,Leyton Orient,4,0,Home,0,0,0,0
League 286,02/01/2017,Morecambe,Crewe,0,0,Draw,1,0,0,0
League 287,02/01/2017,Portsmouth,Luton,1,0,Home,2,4,0,0
League 288,02/01/2017,Wycombe,Newport County,2,1,Home,1,3,0,0
League 289,05/01/2017,Doncaster,Portsmouth,3,1,Home,1,3,0,0
League 290,07/01/2017,Colchester,Carlisle,4,1,Home,1,1,0,0
League 291,07/01/2017,Hartlepool,Grimsby,0,1,Away,1,2,0,0
League 292,07/01/2017,Leyton Orient,Barnet,1,3,Away,2,0,0,0
League 293,07/01/2017,Mansfield,Crewe,3,0,Home,1,0,0,0
League 294,07/01/2017,Morecambe,Notts County,4,1,Home,2,2,1,0
League 295,07/01/2017,Stevenage,Newport County,3,1,Home,0,2,0,0
League 296,14/01/2017,Barnet,Doncaster,1,3,Away,5,2,0,0
League 297,14/01/2017,Cambridge,Blackpool,0,0,Draw,0,4,0,1
League 298,14/01/2017,Carlisle,Morecambe,1,1,Draw,1,3,0,1
League 299,14/01/2017,Cheltenham,Accrington,3,0,Home,1,2,0,1
League 300,14/01/2017,Crawley Town,Hartlepool,1,0,Home,3,4,0,0
League 301,14/01/2017,Crewe,Luton,1,2,Away,3,1,0,1
League 302,14/01/2017,Grimsby,Exeter,0,3,Away,2,2,0,0
League 303,14/01/2017,Newport County,Colchester,1,1,Draw,0,0,0,0
League 304,14/01/2017,Notts County,Mansfield,0,0,Draw,2,0,0,0
League 305,14/01/2017,Plymouth,Stevenage,4,2,Home,0,1,0,0
League 306,14/01/2017,Portsmouth,Leyton Orient,2,1,Home,1,1,0,0
League 307,14/01/2017,Wycombe,Yeovil,1,1,Draw,1,1,0,0
League 308,21/01/2017,Accrington,Carlisle,1,1,Draw,2,2,1,0
League 309,21/01/2017,Barnet,Newport County,0,0,Draw,0,1,0,0
League 310,21/01/2017,Blackpool,Yeovil,2,2,Draw,0,0,0,0
League 311,21/01/2017,Cambridge,Mansfield,1,3,Away,2,0,0,0
League 312,21/01/2017,Cheltenham,Plymouth,1,2,Away,2,2,0,0
League 313,21/01/2017,Doncaster,Crewe,3,1,Home,3,1,0,0
League 314,21/01/2017,Exeter,Colchester,3,0,Home,1,0,0,0
League 315,21/01/2017,Grimsby,Notts County,2,0,Home,1,2,0,0
League 316,21/01/2017,Hartlepool,Stevenage,2,0,Home,1,2,0,0
League 317,21/01/2017,Wycombe,Luton,1,1,Draw,3,5,0,1
League 318,28/01/2017,Carlisle,Barnet,1,1,Draw,3,1,0,1
League 319,28/01/2017,Crewe,Cheltenham,0,0,Draw,0,1,0,0
League 320,28/01/2017,Luton,Cambridge,2,0,Home,0,3,0,0
League 321,28/01/2017,Mansfield,Leyton Orient,2,0,Home,1,4,0,0
League 322,28/01/2017,Newport County,Hartlepool,3,1,Home,0,0,0,0
League 323,28/01/2017,Notts County,Crawley Town,2,1,Home,0,3,1,0
League 324,28/01/2017,Portsmouth,Exeter,0,1,Away,2,1,0,0
League 325,28/01/2017,Stevenage,Grimsby,2,0,Home,2,1,0,0
League 326,28/01/2017,Yeovil,Doncaster,0,3,Away,1,1,0,0
League 327,31/01/2017,Exeter,Wycombe,4,2,Home,0,1,0,0
League 328,31/01/2017,Luton,Cheltenham,2,3,Away,1,2,0,0
League 329,31/01/2017,Yeovil,Plymouth,2,1,Home,3,2,0,0
League 330,04/02/2017,Accrington,Notts County,2,0,Home,0,1,0,0
League 331,04/02/2017,Barnet,Mansfield,0,2,Away,1,2,0,0
League 332,04/02/2017,Blackpool,Colchester,1,1,Draw,2,2,0,1
League 333,04/02/2017,Cambridge,Plymouth,0,1,Away,1,2,0,0
League 334,04/02/2017,Cheltenham,Newport County,1,1,Draw,0,0,0,0
League 335,04/02/2017,Crawley Town,Stevenage,1,2,Away,2,2,0,0
League 336,04/02/2017,Doncaster,Morecambe,1,1,Draw,2,1,0,0
League 337,04/02/2017,Exeter,Crewe,4,0,Home,0,0,0,1
League 338,04/02/2017,Grimsby,Luton,1,1,Draw,2,3,0,0
League 339,04/02/2017,Hartlepool,Yeovil,1,1,Draw,1,1,0,0
League 340,04/02/2017,Leyton Orient,Carlisle,1,2,Away,1,1,0,1
League 341,04/02/2017,Wycombe,Portsmouth,1,0,Home,4,1,0,0
League 342,07/02/2017,Blackpool,Crawley Town,0,0,Draw,0,0,0,0
League 343,07/02/2017,Leyton Orient,Morecambe,0,1,Away,2,2,0,0
League 344,10/02/2017,Newport County,Doncaster,0,0,Draw,3,2,0,0
League 345,11/02/2017,Carlisle,Blackpool,1,4,Away,1,3,0,0
League 346,11/02/2017,Colchester,Barnet,2,1,Home,2,1,0,0
League 347,11/02/2017,Crewe,Grimsby,5,0,Home,2,3,0,0
League 348,11/02/2017,Luton,Crawley Town,2,1,Home,2,1,0,0
League 349,11/02/2017,Mansfield,Hartlepool,4,0,Home,1,0,0,0
League 350,11/02/2017,Morecambe,Cambridge,2,0,Home,1,2,0,0
League 351,11/02/2017,Notts County,Cheltenham,2,1,Home,2,1,0,0
League 352,11/02/2017,Plymouth,Exeter,3,0,Home,2,4,0,0
League 353,11/02/2017,Portsmouth,Accrington,2,0,Home,1,2,0,0
League 354,11/02/2017,Stevenage,Wycombe,3,0,Home,2,1,0,0
League 355,11/02/2017,Yeovil,Leyton Orient,1,1,Draw,2,4,0,0
League 356,14/02/2017,Carlisle,Doncaster,2,1,Home,2,2,0,0
League 357,14/02/2017,Colchester,Crawley Town,2,3,Away,0,0,0,0
League 358,14/02/2017,Crewe,Wycombe,2,1,Home,2,2,0,0
League 359,14/02/2017,Luton,Hartlepool,3,0,Home,1,3,0,0
League 360,14/02/2017,Mansfield,Accrington,4,4,Draw,4,6,0,0
League 361,14/02/2017,Morecambe,Barnet,0,1,Away,0,1,1,0
League 362,14/02/2017,Newport County,Grimsby,0,0,Draw,1,4,0,0
League 363,14/02/2017,Notts County,Exeter,2,2,Draw,4,2,0,1
League 364,14/02/2017,Plymouth,Leyton Orient,2,3,Away,1,5,0,0
League 365,14/02/2017,Portsmouth,Blackpool,2,0,Home,3,1,0,0
League 366,14/02/2017,Stevenage,Cheltenham,2,1,Home,3,3,1,0
League 367,14/02/2017,Yeovil,Cambridge,1,1,Draw,2,1,0,0
League 368,18/02/2017,Accrington,Colchester,2,1,Home,1,3,1,0
League 369,18/02/2017,Barnet,Portsmouth,1,1,Draw,0,1,0,0
League 370,18/02/2017,Blackpool,Crewe,2,2,Draw,1,1,0,0
League 371,18/02/2017,Cambridge,Newport County,3,2,Home,1,1,0,1
League 372,18/02/2017,Cheltenham,Yeovil,2,0,Home,3,4,0,0
League 373,18/02/2017,Crawley Town,Morecambe,1,3,Away,2,3,0,0
League 374,18/02/2017,Doncaster,Luton,1,1,Draw,1,1,0,0
League 375,18/02/2017,Exeter,Stevenage,1,1,Draw,0,2,0,0
League 376,18/02/2017,Grimsby,Mansfield,3,0,Home,2,1,0,1
League 377,18/02/2017,Hartlepool,Plymouth,1,1,Draw,1,3,0,0
League 378,18/02/2017,Leyton Orient,Notts County,2,3,Away,2,4,0,0
League 379,18/02/2017,Wycombe,Carlisle,1,2,Away,1,3,0,0
League 380,21/02/2017,Colchester,Wycombe,1,0,Home,1,1,0,1
League 381,21/02/2017,Newport County,Morecambe,1,1,Draw,1,0,0,0
League 382,25/02/2017,Barnet,Cambridge,0,1,Away,2,6,0,0
League 383,25/02/2017,Carlisle,Portsmouth,0,3,Away,2,0,0,0
League 384,25/02/2017,Colchester,Hartlepool,2,1,Home,2,1,0,0
League 385,25/02/2017,Crewe,Stevenage,1,2,Away,1,1,1,1
League 386,25/02/2017,Doncaster,Accrington,2,2,Draw,2,3,0,0
League 387,25/02/2017,Exeter,Blackpool,2,2,Draw,2,4,0,0
League 388,25/02/2017,Leyton Orient,Cheltenham,0,1,Away,1,1,0,0
League 389,25/02/2017,Luton,Plymouth,1,1,Draw,2,0,0,0
League 390,25/02/2017,Mansfield,Newport County,2,1,Home,2,2,0,1
League 391,25/02/2017,Morecambe,Grimsby,1,0,Home,0,1,0,0
League 392,25/02/2017,Notts County,Yeovil,0,0,Draw,1,1,0,0
